shot_id;prompt_ru;prompt_en
S27A;"Шот S27A. Локация: Тронный зал / выход. Персонажи: Наполеон, ПМ, Леденец / Стража. Мизансцена: Наполеон выдворяет героя к горам. (часть 1/2). Действие: Napoleon приказывает вывести PM, Gurts берут его в сопровождение, PM уходит, оглядываясь на трон.. Камера: Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.. Реплика: Napoleon: Хватит нам. Езжай обратно ты к горам.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S27A. Location: Throne room/exit. Characters: Napoleon, PM, Candy Guard. Scene: Napoleon expels the hero to the mountains. (part 1/2). Action: Napoleon orders PM to be taken out, Gurts takes him as an escort, PM leaves, looking back at the throne.. Camera: Foreground - Gurts' shoulders, middle - PM between them, background - Napoleon at the throne; middle wire frame to the exit.. Dialogue: Napoleon: We've had enough. Go back to the mountains.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S27B;"Шот S27B. Локация: Тронный зал / выход. Персонажи: Наполеон, ПМ, Леденец / Стража. Мизансцена: Наполеон выдворяет героя к горам. (часть 2/2). Действие: Napoleon приказывает вывести PM, Gurts берут его в сопровождение, PM уходит, оглядываясь на трон.. Камера: Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.. Реплика: За твое смелость отпускаю, но если я опять узнаю, что ты про это говоришь, тогда держись наш торт, малыш.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S27B. Location: Throne room/exit. Characters: Napoleon, PM, Candy Guard. Scene: Napoleon expels the hero to the mountains. (part 2/2). Action: Napoleon orders PM to be taken out, Gurts takes him as an escort, PM leaves, looking back at the throne.. Camera: Foreground - Gurts' shoulders, middle - PM between them, background - Napoleon at the throne; middle wire frame to the exit.. Dialogue: I'm letting you go for your courage, but if I find out again that you're talking about this, then hold on to our cake, baby.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S28A;"Шот S28A. Локация: Тронный зал. Персонажи: Наполеон, Желе. Мизансцена: Тайный приказ о слежке. (часть 1/2). Действие: После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.. Камера: Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.. Реплика: Napoleon: И всё же вы за ним следите. И мне тихонько говорите.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S28A. Location: Throne room. Characters: Napoleon, General Jelly. Scene: Secret surveillance order. (part 1/2). Action: After PM leaves, Napoleon lowers his voice and gives the General a hidden order to observe.. Camera: The foreground is the edge of the throne and the shadow, the middle is Napoleon and the General close to each other, the back is the emptying hall; close-up secret shot.. Dialogue: Napoleon: And yet you follow him. And tell me quietly.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S28B;"Шот S28B. Локация: Тронный зал. Персонажи: Наполеон, Желе. Мизансцена: Тайный приказ о слежке. (часть 2/2). Действие: После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.. Камера: Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.. Реплика: Вдруг что и где произойдет? А если этот торт не врет?. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S28B. Location: Throne room. Characters: Napoleon, General Jelly. Scene: Secret surveillance order. (part 2/2). Action: After PM leaves, Napoleon lowers his voice and gives the General a hidden order to observe.. Camera: The foreground is the edge of the throne and the shadow, the middle is Napoleon and the General close to each other, the back is the emptying hall; close-up secret shot.. Dialogue: What if what happens and where? What if this cake doesn’t lie?. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S29A;"Шот S29A. Локация: Тронный зал. Персонажи: Блин, Наполеон. Мизансцена: Появление Казначея с проверкой инвентаря. (часть 1/2). Действие: Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.. Камера: Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.. Реплика: Blin: Простите, а у нас проверка. Читаем царский инвентарь.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S29A. Location: Throne room. Characters: Blin, Napoleon. Scene: The Treasurer appears to check the inventory. (part 1/2). Action: Blin carefully enters with a scroll, shows the inventory and crumples, Napoleon impatiently waits for the numbers.. Camera: Foreground - scroll/seal in the hands of Blin, middle - Blin and Napoleon, background - guards at the columns; average business shot.. Dialogue: Blin: Sorry, but we have a check. We read the royal inventory.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S29B;"Шот S29B. Локация: Тронный зал. Персонажи: Блин, Наполеон. Мизансцена: Появление Казначея с проверкой инвентаря. (часть 2/2). Действие: Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.. Камера: Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.. Реплика: Утрона номерная бирка. Да и записать мне ее, царь.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S29B. Location: Throne room. Characters: Blin, Napoleon. Scene: The Treasurer appears to check the inventory. (part 2/2). Action: Blin carefully enters with a scroll, shows the inventory and crumples, Napoleon impatiently waits for the numbers.. Camera: Foreground - scroll/seal in the hands of Blin, middle - Blin and Napoleon, background - guards at the columns; average business shot.. Dialogue: Morning number tag. And write it down for me, king.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S30A;"Шот S30A. Локация: Тронный зал. Персонажи: Наполеон, Блин, Желе. Мизансцена: Наполеон переводит разговор к бюджету армии. (часть 1/2). Действие: Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.. Камера: Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.. Реплика: Napoleon: Какая нынче обстановка? И ты давай тут не юлей.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S30A. Location: Throne room. Characters: Napoleon, Blin, General Jelly. Scene: Napoleon turns the conversation to the army budget. (part 1/2). Action: Napoleon turns to Blin and General, harshly formulates a request for the budget and military spending.. Camera: Foreground - Napoleon in half-figure, middle - Blin and General as recipients, background - throne; medium three-figure frame with slight zoom.. Dialogue: Napoleon: What is the situation today? And don’t be a fool here.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S30B;"Шот S30B. Локация: Тронный зал. Персонажи: Наполеон, Блин, Желе. Мизансцена: Наполеон переводит разговор к бюджету армии. (часть 2/2). Действие: Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.. Камера: Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.. Реплика: Для армии нужна обновка. Мы сколько денег сберегли?. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S30B. Location: Throne room. Characters: Napoleon, Blin, General Jelly. Scene: Napoleon turns the conversation to the army budget. (part 2/2). Action: Napoleon turns to Blin and General, harshly formulates a request for the budget and military spending.. Camera: Foreground - Napoleon in half-figure, middle - Blin and General as recipients, background - throne; medium three-figure frame with slight zoom.. Dialogue: The army needs something new. How much money have we saved?. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S31A;"Шот S31A. Локация: Тронный зал. Персонажи: Блин, Наполеон. Мизансцена: Казначей предлагает закрыть балы ради финансов. (часть 1/2). Действие: Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.. Камера: Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.. Реплика: Blin: Бой, государь, ну что вы правы? Казна пуста.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S31A. Location: Throne room. Characters: Blin, Napoleon. Scene: The treasurer suggests closing the balls for the sake of finances. (part 1/2). Action: Blin counts on his fingers, offers to cut points and shows the calculation on the Napoleon sheet.. Camera: The foreground is a sheet of numbers, the middle one is Blin and Napoleon, the background is a hall in semi-darkness; large-medium frame with emphasis on the document.. Dialogue: Blin: Boy, sir, are you right? The treasury is empty.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S31B;"Шот S31B. Локация: Тронный зал. Персонажи: Блин, Наполеон. Мизансцена: Казначей предлагает закрыть балы ради финансов. (часть 2/2). Действие: Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.. Камера: Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.. Реплика: Ну если надо, мы можем прекратить баллы. Финансы вырастут твой.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S31B. Location: Throne room. Characters: Blin, Napoleon. Scene: The treasurer suggests closing the balls for the sake of finances. (part 2/2). Action: Blin counts on his fingers, offers to cut points and shows the calculation on the Napoleon sheet.. Camera: The foreground is a sheet of numbers, the middle one is Blin and Napoleon, the background is a hall in semi-darkness; large-medium frame with emphasis on the document.. Dialogue: Well, if necessary, we can stop the points. Your finances will grow.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S32A;"Шот S32A. Локация: Тронный зал. Персонажи: Эклер. Мизансцена: Эклер протестует против отмены балов. (часть 1/2). Действие: Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.. Камера: Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.. Реплика: Eclair: Жизнь без баллов. Как это грустно.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S32A. Location: Throne room. Characters: Eclair. Scene: Eclair protests against the cancellation of the balls. (part 1/2). Action: Eclair protests emotionally, spreads his arms and takes a step to the center, defending court traditions.. Camera: The foreground is Eclair's face, the middle is his gestures, the background is a blurred throne and guards; medium portrait frame.. Dialogue: Eclair: Life without points. How sad it is.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S32B;"Шот S32B. Локация: Тронный зал. Персонажи: Эклер. Мизансцена: Эклер протестует против отмены балов. (часть 2/2). Действие: Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.. Камера: Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.. Реплика: Блин. Слушай, это ведь искусство.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S32B. Location: Throne room. Characters: Eclair. Scene: Eclair protests against the cancellation of the balls. (part 2/2). Action: Eclair protests emotionally, spreads his arms and takes a step to the center, defending court traditions.. Camera: The foreground is Eclair's face, the middle is his gestures, the background is a blurred throne and guards; medium portrait frame.. Dialogue: Crap. Listen, this is art.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S33A;"Шот S33A. Локация: Тронный зал. Персонажи: Эклер, Желе, Печенье, Пончик. Мизансцена: Танец прерывается силовой репликой Желе. (часть 1/2). Действие: General жёстко прерывает танец, Cookie и Donut останавливаются на полушаге, Eclair замолкает.. Камера: Передний план — застывшие ноги танцующих, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.. Реплика: General: Искусство в поле. И в бою.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S33A. Location: Throne room. Characters: Eclair, General Jelly, Cookie, Donut. Scene: The dance is interrupted by Jelly's power line. (part 1/2). Action: General abruptly interrupts the dance, Cookie and Donut stop mid-step, Eclair falls silent.. Camera: The foreground is the frozen legs of the dancers, the middle is General and Eclair, the background is Crowd in a stop reaction; medium shot with a sharp stop pan.. Dialogue: General: Art in the field. And in battle.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S33B;"Шот S33B. Локация: Тронный зал. Персонажи: Эклер, Желе, Печенье, Пончик. Мизансцена: Танец прерывается силовой репликой Желе. (часть 2/2). Действие: General жёстко прерывает танец, Cookie и Donut останавливаются на полушаге, Eclair замолкает.. Камера: Передний план — застывшие ноги танцующих, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.. Реплика: Балы я лично не люблю.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S33B. Location: Throne room. Characters: Eclair, General Jelly, Cookie, Donut. Scene: The dance is interrupted by Jelly's power line. (part 2/2). Action: General abruptly interrupts the dance, Cookie and Donut stop mid-step, Eclair falls silent.. Camera: The foreground is the frozen legs of the dancers, the middle is General and Eclair, the background is Crowd in a stop reaction; medium shot with a sharp stop pan.. Dialogue: I personally don’t like balls.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S34A;"Шот S34A. Локация: Тронный зал. Персонажи: Наполеон, Стая / Массовка. Мизансцена: Наполеон официально закрывает балы. (часть 1/2). Действие: Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.. Камера: Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.. Реплика: Napoleon: Ввиду особые обстановки. И для сохранности моей. Так же армии обновки.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S34A. Location: Throne room. Characters: Napoleon, Crowd. Scene: Napoleon officially closes the balls. (part 1/2). Action: Napoleon officially announces the closing of the balls, Crowd freezes and looks at each other.. Camera: Foreground - Napoleon in a dominant perspective, middle - court Crowd, background - throne axis; large order frame.. Dialogue: Napoleon: Due to the special circumstances. And for my safety. Also the armies have new clothes.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S34B;"Шот S34B. Локация: Тронный зал. Персонажи: Наполеон, Стая / Массовка. Мизансцена: Наполеон официально закрывает балы. (часть 2/2). Действие: Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.. Камера: Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.. Реплика: Балы закрыть все. Поскорей.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S34B. Location: Throne room. Characters: Napoleon, Crowd. Scene: Napoleon officially closes the balls. (part 2/2). Action: Napoleon officially announces the closing of the balls, Crowd freezes and looks at each other.. Camera: Foreground - Napoleon in a dominant perspective, middle - court Crowd, background - throne axis; large order frame.. Dialogue: Balls close everything. Hurry up.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S35;"Шот S35. Локация: Тронный зал. Персонажи: Пончик, Печенье, Ватрушки. Мизансцена: Crowd в шоке от решения.. Действие: Donut, Cookie и Vatrushki обмениваются тревожными взглядами, шепчутся и отходят в сторону.. Камера: Передний план — лица Donut и Cookie, средний — Vatrushki, задний — глубина зала и трон; средний реакционный кадр.. Реплика: Eclair: А знаешь, царь.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S35. Location: Throne room. Characters: Donut, Cookie, Vatrushki. Scene: Crowd is shocked by the decision.. Action: Donut, Cookie and Vatrushki exchange worried glances, whisper and step aside.. Camera: Foreground - the faces of Donut and Cookie, middle - Vatrushki, background - the depth of the hall and the throne; average reaction shot.. Dialogue: Eclair: You know, king.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S36;"Шот S36. Локация: Тронный зал. Персонажи: Эклер, Наполеон. Мизансцена: Эклер сообщает о пещерном лазе.. Действие: Eclair наклоняется к Napoleon и сообщает о лазе, Napoleon быстро переводит внимание на него.. Камера: Передний план — профиль Eclair, средний — Eclair и Napoleon, задний — колонны тронного зала; средний заговорщический кадр.. Реплика: Eclair: Намед не слышал, что есть в горе пещерный лаз.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S36. Location: Throne room. Characters: Eclair, Napoleon. Scene: Eclair reports a cave opening.. Action: Eclair leans towards Napoleon and reports about the hole, Napoleon quickly turns his attention to him.. Camera: Foreground - Eclair profile, middle - Eclair and Napoleon, background - columns of the throne room; average conspiratorial shot.. Dialogue: Eclair: Named didn’t hear that there is a cave hole in the mountain.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S37;"Шот S37. Локация: Тронный зал. Персонажи: Наполеон, Эклер. Мизансцена: Наполеон требует детали шёпотом.. Действие: Napoleon жестом подзывает Eclair ближе, оба переходят на полушёпот и закрывают позу от остальных.. Камера: Передний план — рука Napoleon в приглашающем жесте, средний — пара Napoleon/Eclair, задний — размытая охрана; крупный приватный кадр.. Реплика: Napoleon: А ну-ка подойди поближе. Поведай мне о том сейчас.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S37. Location: Throne room. Characters: Napoleon, Eclair. Scene: Napoleon demands details in a whisper.. Action: Napoleon gestures to Eclair closer, both switch to a half-whisper and hide the pose from the others.. Camera: Foreground - Napoleon's hand in an inviting gesture, middle - Napoleon/Eclair pair, background - blurry guard; close-up private shot.. Dialogue: Napoleon: Come on, come closer. Tell me about it now.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S38A;"Шот S38A. Локация: Тронный зал. Персонажи: Эклер, Наполеон, Желе. Мизансцена: Эклер объясняет проход в другой мир. (часть 1/2). Действие: Eclair подробно объясняет маршрут, General вслушивается и кивает, Napoleon обдумывает план.. Камера: Передний план — карта/жест Eclair, средний — Eclair, Napoleon и General, задний — тёмный проход зала; средний информационный кадр.. Реплика: Eclair: Так через этот лаз возможно попасть в тот мир. Неосторожно.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S38A. Location: Throne room. Characters: Eclair, Napoleon, General Jelly. Scene: Eclair explains the passage to another world. (part 1/2). Action: Eclair explains the route in detail, General listens and nods, Napoleon considers the plan.. Camera: Foreground - Eclair map/gesture, middle - Eclair, Napoleon and General, back - dark passage of the hall; average information frame.. Dialogue: Eclair: So through this hole it is possible to get into that world. Careless.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S38B;"Шот S38B. Локация: Тронный зал. Персонажи: Эклер, Наполеон, Желе. Мизансцена: Эклер объясняет проход в другой мир. (часть 2/2). Действие: Eclair подробно объясняет маршрут, General вслушивается и кивает, Napoleon обдумывает план.. Камера: Передний план — карта/жест Eclair, средний — Eclair, Napoleon и General, задний — тёмный проход зала; средний информационный кадр.. Реплика: Ну в тот, про что он говорил.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S38B. Location: Throne room. Characters: Eclair, Napoleon, General Jelly. Scene: Eclair explains the passage to another world. (part 2/2). Action: Eclair explains the route in detail, General listens and nods, Napoleon considers the plan.. Camera: Foreground - Eclair map/gesture, middle - Eclair, Napoleon and General, back - dark passage of the hall; average information frame.. Dialogue: Well, the one he was talking about.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S39A;"Шот S39A. Локация: Тронный зал. Персонажи: Наполеон, Желе, Эклер. Мизансцена: Наполеон утверждает план контроля и наблюдения. (часть 1/2). Действие: Napoleon окончательно утверждает план, General принимает приказ стойкой «к исполнению», Eclair подтверждает.. Камера: Передний план — Napoleon в резком свете, средний — General и Eclair, задний — трон и баннеры; крупный финализирующий кадр.. Реплика: Napoleon: Все, понял. Ты нас убедил. Поставим мы туда охрану.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S39A. Location: Throne room. Characters: Napoleon, General Jelly, Eclair. Scene: Napoleon approves the control and surveillance plan. (part 1/2). Action: Napoleon finally approves the plan, General accepts the order “for execution”, Eclair confirms.. Camera: Foreground - Napoleon in harsh light, middle - General and Eclair, background - throne and banners; close-up final shot.. Dialogue: Napoleon: That's it, I understand. You convinced us. We'll put guards there.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
S39B;"Шот S39B. Локация: Тронный зал. Персонажи: Наполеон, Желе, Эклер. Мизансцена: Наполеон утверждает план контроля и наблюдения. (часть 2/2). Действие: Napoleon окончательно утверждает план, General принимает приказ стойкой «к исполнению», Eclair подтверждает.. Камера: Передний план — Napoleon в резком свете, средний — General и Eclair, задний — трон и баннеры; крупный финализирующий кадр.. Реплика: И держимся такого плана. Заптичим молоком следить, но только торту не вредить.. Стиль: стилизованная 3D-анимация для детей, единая идентичность персонажей, кинематографичная композиция 16:9, без текста/логотипов/водяных знаков. Негативный промпт: фотореализм людей, лишние конечности, деформация анатомии, артефакты jpeg, watermark, logo, text overlay.";"Shot S39B. Location: Throne room. Characters: Napoleon, General Jelly, Eclair. Scene: Napoleon approves the control and surveillance plan. (part 2/2). Action: Napoleon finally approves the plan, General accepts the order “for execution”, Eclair confirms.. Camera: Foreground - Napoleon in harsh light, middle - General and Eclair, background - throne and banners; close-up final shot.. Dialogue: And we stick to this plan. Let's keep an eye on the milk, but don't harm the cake.. Style: stylized child-safe 3D animation, consistent character identity, cinematic 16:9 composition, no text/logo/watermark. Negative prompt: photoreal human look, extra limbs, deformed anatomy, jpeg artifacts, watermark, logo, text overlay."
