sheet,panel,shot_id,title,location,characters,dialogue,action,camera,prompt_base_ru,prompt_base_en,negative_prompt
6,3,S25,Желе срывается: «надоел».,Тронный зал,"General, PM","General: Всё, надоел ты мне однако, да ты еще из-за бияка?","General срывается, резко выбрасывает руку вперёд и перекрывает PM путь, PM инстинктивно отступает на полшага.","Передний план — резкий жест General, средний — General и PM в столкновении, задний — охрана; крупный кадр с жёсткой остановкой камеры.","Кадр S25. Локация: Тронный зал. Персонажи: General, PM. Сцена: Желе срывается: «надоел».. Действие: General срывается, резко выбрасывает руку вперёд и перекрывает PM путь, PM инстинктивно отступает на полшага.. Камера: Передний план — резкий жест General, средний — General и PM в столкновении, задний — охрана; крупный кадр с жёсткой остановкой камеры.. Реплика: General: Всё, надоел ты мне однако, да ты еще из-за бияка?.","Shot S25. Location: Тронный зал. Characters: General, PM. Scene: Желе срывается: «надоел».. Action: General срывается, резко выбрасывает руку вперёд и перекрывает PM путь, PM инстинктивно отступает на полшага.. Camera: Передний план — резкий жест General, средний — General и PM в столкновении, задний — охрана; крупный кадр с жёсткой остановкой камеры.. Dialogue: General: Всё, надоел ты мне однако, да ты еще из-за бияка?.","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
6,4,S26,Команда генерала и выход охраны.,Тронный зал,"General, Gurts","General: Всё, довольно.","General подает резкий командный жест, Gurts быстро входят в кадр с двух сторон и смыкают коридор вокруг PM.","Передний план — движение Gurts в расфокусе, средний — General в центре, задний — PM в кольце; средний динамичный кадр с панорамой слева направо.","Кадр S26. Локация: Тронный зал. Персонажи: General, Gurts. Сцена: Команда генерала и выход охраны.. Действие: General подает резкий командный жест, Gurts быстро входят в кадр с двух сторон и смыкают коридор вокруг PM.. Камера: Передний план — движение Gurts в расфокусе, средний — General в центре, задний — PM в кольце; средний динамичный кадр с панорамой слева направо.. Реплика: General: Всё, довольно..","Shot S26. Location: Тронный зал. Characters: General, Gurts. Scene: Команда генерала и выход охраны.. Action: General подает резкий командный жест, Gurts быстро входят в кадр с двух сторон и смыкают коридор вокруг PM.. Camera: Передний план — движение Gurts в расфокусе, средний — General в центре, задний — PM в кольце; средний динамичный кадр с панорамой слева направо.. Dialogue: General: Всё, довольно..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
6,5,S27A,Наполеон выдворяет героя к горам. (часть 1/2),Тронный зал / выход,"Napoleon, PM, Gurts",Napoleon: Хватит нам. Езжай обратно ты к горам.,"Napoleon мягко отказывает и отпускает PM; PM уходит, оглядываясь на трон, Gurts остаются на позиции без сопровождения.","Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.","Кадр S27A. Локация: Тронный зал / выход. Персонажи: Napoleon, PM, Gurts. Сцена: Наполеон выдворяет героя к горам. (часть 1/2). Действие: Napoleon мягко отказывает и отпускает PM; PM уходит, оглядываясь на трон, Gurts остаются на позиции без сопровождения.. Камера: Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.. Реплика: Napoleon: Хватит нам. Езжай обратно ты к горам..","Shot S27A. Location: Тронный зал / выход. Characters: Napoleon, PM, Gurts. Scene: Наполеон выдворяет героя к горам. (часть 1/2). Action: Napoleon мягко отказывает и отпускает PM; PM уходит, оглядываясь на трон, Gurts остаются на позиции без сопровождения.. Camera: Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.. Dialogue: Napoleon: Хватит нам. Езжай обратно ты к горам..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
6,6,S27B,Наполеон выдворяет героя к горам. (часть 2/2),Тронный зал / выход,"Napoleon, PM, Gurts","За твое смелость отпускаю, но если я опять узнаю, что ты про это говоришь, тогда держись наш торт, малыш.","Napoleon мягко отказывает и отпускает PM; PM уходит, оглядываясь на трон, Gurts остаются на позиции без сопровождения.","Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.","Кадр S27B. Локация: Тронный зал / выход. Персонажи: Napoleon, PM, Gurts. Сцена: Наполеон выдворяет героя к горам. (часть 2/2). Действие: Napoleon мягко отказывает и отпускает PM; PM уходит, оглядываясь на трон, Gurts остаются на позиции без сопровождения.. Камера: Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.. Реплика: За твое смелость отпускаю, но если я опять узнаю, что ты про это говоришь, тогда держись наш торт, малыш..","Shot S27B. Location: Тронный зал / выход. Characters: Napoleon, PM, Gurts. Scene: Наполеон выдворяет героя к горам. (часть 2/2). Action: Napoleon мягко отказывает и отпускает PM; PM уходит, оглядываясь на трон, Gurts остаются на позиции без сопровождения.. Camera: Передний план — плечи Gurts, средний — PM между ними, задний — Napoleon у трона; средний проводочный кадр к выходу.. Dialogue: За твое смелость отпускаю, но если я опять узнаю, что ты про это говоришь, тогда держись наш торт, малыш..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
6,7,S28A,Тайный приказ о слежке. (часть 1/2),Тронный зал,"Napoleon, General",Napoleon: И всё же вы за ним следите. И мне тихонько говорите.,После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.,"Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.","Кадр S28A. Локация: Тронный зал. Персонажи: Napoleon, General. Сцена: Тайный приказ о слежке. (часть 1/2). Действие: После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.. Камера: Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.. Реплика: Napoleon: И всё же вы за ним следите. И мне тихонько говорите..","Shot S28A. Location: Тронный зал. Characters: Napoleon, General. Scene: Тайный приказ о слежке. (часть 1/2). Action: После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.. Camera: Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.. Dialogue: Napoleon: И всё же вы за ним следите. И мне тихонько говорите..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
6,8,S28B,Тайный приказ о слежке. (часть 2/2),Тронный зал,"Napoleon, General",Вдруг что и где произойдет? А если этот торт не врет?,После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.,"Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.","Кадр S28B. Локация: Тронный зал. Персонажи: Napoleon, General. Сцена: Тайный приказ о слежке. (часть 2/2). Действие: После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.. Камера: Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.. Реплика: Вдруг что и где произойдет? А если этот торт не врет?.","Shot S28B. Location: Тронный зал. Characters: Napoleon, General. Scene: Тайный приказ о слежке. (часть 2/2). Action: После ухода PM Napoleon понижает голос и даёт General скрытый приказ о наблюдении.. Camera: Передний план — край трона и тень, средний — Napoleon и General близко друг к другу, задний — пустеющий зал; крупный тайный кадр.. Dialogue: Вдруг что и где произойдет? А если этот торт не врет?.","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,1,S29A,Появление Казначея с проверкой инвентаря. (часть 1/2),Тронный зал,"Blin, Napoleon","Blin: Простите, а у нас проверка. Читаем царский инвентарь.","Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.","Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.","Кадр S29A. Локация: Тронный зал. Персонажи: Blin, Napoleon. Сцена: Появление Казначея с проверкой инвентаря. (часть 1/2). Действие: Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.. Камера: Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.. Реплика: Blin: Простите, а у нас проверка. Читаем царский инвентарь..","Shot S29A. Location: Тронный зал. Characters: Blin, Napoleon. Scene: Появление Казначея с проверкой инвентаря. (часть 1/2). Action: Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.. Camera: Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.. Dialogue: Blin: Простите, а у нас проверка. Читаем царский инвентарь..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,2,S29B,Появление Казначея с проверкой инвентаря. (часть 2/2),Тронный зал,"Blin, Napoleon","Утрона номерная бирка. Да и записать мне ее, царь.","Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.","Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.","Кадр S29B. Локация: Тронный зал. Персонажи: Blin, Napoleon. Сцена: Появление Казначея с проверкой инвентаря. (часть 2/2). Действие: Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.. Камера: Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.. Реплика: Утрона номерная бирка. Да и записать мне ее, царь..","Shot S29B. Location: Тронный зал. Characters: Blin, Napoleon. Scene: Появление Казначея с проверкой инвентаря. (часть 2/2). Action: Blin осторожно входит со свитком, показывает инвентарь и мнётся, Napoleon нетерпеливо ждёт цифры.. Camera: Передний план — свиток/печать в руках Blin, средний — Blin и Napoleon, задний — стража у колонн; средний деловой кадр.. Dialogue: Утрона номерная бирка. Да и записать мне ее, царь..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,3,S30A,Наполеон переводит разговор к бюджету армии. (часть 1/2),Тронный зал,"Napoleon, Blin, General",Napoleon: Какая нынче обстановка? И ты давай тут не юлей.,"Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.","Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.","Кадр S30A. Локация: Тронный зал. Персонажи: Napoleon, Blin, General. Сцена: Наполеон переводит разговор к бюджету армии. (часть 1/2). Действие: Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.. Камера: Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.. Реплика: Napoleon: Какая нынче обстановка? И ты давай тут не юлей..","Shot S30A. Location: Тронный зал. Characters: Napoleon, Blin, General. Scene: Наполеон переводит разговор к бюджету армии. (часть 1/2). Action: Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.. Camera: Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.. Dialogue: Napoleon: Какая нынче обстановка? И ты давай тут не юлей..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,4,S30B,Наполеон переводит разговор к бюджету армии. (часть 2/2),Тронный зал,"Napoleon, Blin, General",Для армии нужна обновка. Мы сколько денег сберегли?,"Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.","Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.","Кадр S30B. Локация: Тронный зал. Персонажи: Napoleon, Blin, General. Сцена: Наполеон переводит разговор к бюджету армии. (часть 2/2). Действие: Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.. Камера: Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.. Реплика: Для армии нужна обновка. Мы сколько денег сберегли?.","Shot S30B. Location: Тронный зал. Characters: Napoleon, Blin, General. Scene: Наполеон переводит разговор к бюджету армии. (часть 2/2). Action: Napoleon разворачивается к Blin и General, жёстко формулирует запрос по бюджету и военным расходам.. Camera: Передний план — Napoleon в полуфигуре, средний — Blin и General как адресаты, задний — трон; средний трёхфигурный кадр с лёгким зумом.. Dialogue: Для армии нужна обновка. Мы сколько денег сберегли?.","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,5,S31A,Казначей предлагает закрыть балы ради финансов. (часть 1/2),Тронный зал,"Blin, Napoleon","Blin: Бой, государь, ну что вы правы? Казна пуста.","Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.","Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.","Кадр S31A. Локация: Тронный зал. Персонажи: Blin, Napoleon. Сцена: Казначей предлагает закрыть балы ради финансов. (часть 1/2). Действие: Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.. Камера: Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.. Реплика: Blin: Бой, государь, ну что вы правы? Казна пуста..","Shot S31A. Location: Тронный зал. Characters: Blin, Napoleon. Scene: Казначей предлагает закрыть балы ради финансов. (часть 1/2). Action: Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.. Camera: Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.. Dialogue: Blin: Бой, государь, ну что вы правы? Казна пуста..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,6,S31B,Казначей предлагает закрыть балы ради финансов. (часть 2/2),Тронный зал,"Blin, Napoleon","Ну если надо, мы можем прекратить баллы. Финансы вырастут твой.","Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.","Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.","Кадр S31B. Локация: Тронный зал. Персонажи: Blin, Napoleon. Сцена: Казначей предлагает закрыть балы ради финансов. (часть 2/2). Действие: Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.. Камера: Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.. Реплика: Ну если надо, мы можем прекратить баллы. Финансы вырастут твой..","Shot S31B. Location: Тронный зал. Characters: Blin, Napoleon. Scene: Казначей предлагает закрыть балы ради финансов. (часть 2/2). Action: Blin считает на пальцах, предлагает урезать балы и показывает расчёт на листе Napoleon.. Camera: Передний план — лист с цифрами, средний — Blin и Napoleon, задний — зал в полутьме; крупно-средний кадр с акцентом на документ.. Dialogue: Ну если надо, мы можем прекратить баллы. Финансы вырастут твой..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,7,S32A,Эклер протестует против отмены балов. (часть 1/2),Тронный зал,Eclair,Eclair: Жизнь без баллов. Как это грустно.,"Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.","Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.","Кадр S32A. Локация: Тронный зал. Персонажи: Eclair. Сцена: Эклер протестует против отмены балов. (часть 1/2). Действие: Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.. Камера: Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.. Реплика: Eclair: Жизнь без баллов. Как это грустно..","Shot S32A. Location: Тронный зал. Characters: Eclair. Scene: Эклер протестует против отмены балов. (часть 1/2). Action: Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.. Camera: Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.. Dialogue: Eclair: Жизнь без баллов. Как это грустно..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
7,8,S32B,Эклер протестует против отмены балов. (часть 2/2),Тронный зал,Eclair,"Блин. Слушай, это ведь искусство.","Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.","Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.","Кадр S32B. Локация: Тронный зал. Персонажи: Eclair. Сцена: Эклер протестует против отмены балов. (часть 2/2). Действие: Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.. Камера: Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.. Реплика: Блин. Слушай, это ведь искусство..","Shot S32B. Location: Тронный зал. Characters: Eclair. Scene: Эклер протестует против отмены балов. (часть 2/2). Action: Eclair эмоционально возражает, разводит руки и делает шаг к центру, защищая придворные традиции.. Camera: Передний план — лицо Eclair, средний — его жесты, задний — размытый трон и стража; средний портретный кадр.. Dialogue: Блин. Слушай, это ведь искусство..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,1,S33A,Генерал жестко обрывает придворное выступление. (часть 1/2),Тронный зал,"Eclair, General, Cookie, Donut",General: Искусство в поле. И в бою.,"General жестко прерывает выступление, Cookie и Donut останавливаются на полушаге, Eclair замолкает.","Передний план — застывший реквизит выступления, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.","Кадр S33A. Локация: Тронный зал. Персонажи: Eclair, General, Cookie, Donut. Сцена: Генерал жестко обрывает придворное выступление. (часть 1/2). Действие: General жестко прерывает выступление, Cookie и Donut останавливаются на полушаге, Eclair замолкает.. Камера: Передний план — застывший реквизит выступления, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.. Реплика: General: Искусство в поле. И в бою..","Shot S33A. Location: Тронный зал. Characters: Eclair, General, Cookie, Donut. Scene: Генерал жестко обрывает придворное выступление. (часть 1/2). Action: General жестко прерывает выступление, Cookie и Donut останавливаются на полушаге, Eclair замолкает.. Camera: Передний план — застывший реквизит выступления, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.. Dialogue: General: Искусство в поле. И в бою..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,2,S33B,Генерал жестко обрывает придворное выступление. (часть 2/2),Тронный зал,"Eclair, General, Cookie, Donut",Балы я лично не люблю.,"General жестко прерывает выступление, Cookie и Donut останавливаются на полушаге, Eclair замолкает.","Передний план — застывший реквизит выступления, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.","Кадр S33B. Локация: Тронный зал. Персонажи: Eclair, General, Cookie, Donut. Сцена: Генерал жестко обрывает придворное выступление. (часть 2/2). Действие: General жестко прерывает выступление, Cookie и Donut останавливаются на полушаге, Eclair замолкает.. Камера: Передний план — застывший реквизит выступления, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.. Реплика: Балы я лично не люблю..","Shot S33B. Location: Тронный зал. Characters: Eclair, General, Cookie, Donut. Scene: Генерал жестко обрывает придворное выступление. (часть 2/2). Action: General жестко прерывает выступление, Cookie и Donut останавливаются на полушаге, Eclair замолкает.. Camera: Передний план — застывший реквизит выступления, средний — General и Eclair, задний — Crowd в стоп-реакции; средний кадр с резким стоп-паном.. Dialogue: Балы я лично не люблю..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,3,S34A,Наполеон официально закрывает балы. (часть 1/2),Тронный зал,"Napoleon, Crowd",Napoleon: Ввиду особые обстановки. И для сохранности моей. Так же армии обновки.,"Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.","Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.","Кадр S34A. Локация: Тронный зал. Персонажи: Napoleon, Crowd. Сцена: Наполеон официально закрывает балы. (часть 1/2). Действие: Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.. Камера: Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.. Реплика: Napoleon: Ввиду особые обстановки. И для сохранности моей. Так же армии обновки..","Shot S34A. Location: Тронный зал. Characters: Napoleon, Crowd. Scene: Наполеон официально закрывает балы. (часть 1/2). Action: Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.. Camera: Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.. Dialogue: Napoleon: Ввиду особые обстановки. И для сохранности моей. Так же армии обновки..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,4,S34B,Наполеон официально закрывает балы. (часть 2/2),Тронный зал,"Napoleon, Crowd",Балы закрыть все. Поскорей.,"Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.","Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.","Кадр S34B. Локация: Тронный зал. Персонажи: Napoleon, Crowd. Сцена: Наполеон официально закрывает балы. (часть 2/2). Действие: Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.. Камера: Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.. Реплика: Балы закрыть все. Поскорей..","Shot S34B. Location: Тронный зал. Characters: Napoleon, Crowd. Scene: Наполеон официально закрывает балы. (часть 2/2). Action: Napoleon официально объявляет закрытие балов, Crowd замирает и переглядывается.. Camera: Передний план — Napoleon в доминирующем ракурсе, средний — придворная Crowd, задний — тронная ось; крупный приказной кадр.. Dialogue: Балы закрыть все. Поскорей..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,5,S35,Crowd в шоке от решения.,Тронный зал,"Donut, Cookie, Vatrushki","Eclair: А знаешь, царь.","Donut, Cookie и Vatrushki обмениваются тревожными взглядами, шепчутся и отходят в сторону.","Передний план — лица Donut и Cookie, средний — Vatrushki, задний — глубина зала и трон; средний реакционный кадр.","Кадр S35. Локация: Тронный зал. Персонажи: Donut, Cookie, Vatrushki. Сцена: Crowd в шоке от решения.. Действие: Donut, Cookie и Vatrushki обмениваются тревожными взглядами, шепчутся и отходят в сторону.. Камера: Передний план — лица Donut и Cookie, средний — Vatrushki, задний — глубина зала и трон; средний реакционный кадр.. Реплика: Eclair: А знаешь, царь..","Shot S35. Location: Тронный зал. Characters: Donut, Cookie, Vatrushki. Scene: Crowd в шоке от решения.. Action: Donut, Cookie и Vatrushki обмениваются тревожными взглядами, шепчутся и отходят в сторону.. Camera: Передний план — лица Donut и Cookie, средний — Vatrushki, задний — глубина зала и трон; средний реакционный кадр.. Dialogue: Eclair: А знаешь, царь..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,6,S36,Эклер сообщает о пещерном лазе.,Тронный зал,"Eclair, Napoleon","Eclair: Намед не слышал, что есть в горе пещерный лаз.","Eclair наклоняется к Napoleon и сообщает о лазе, Napoleon быстро переводит внимание на него.","Передний план — профиль Eclair, средний — Eclair и Napoleon, задний — колонны тронного зала; средний заговорщический кадр.","Кадр S36. Локация: Тронный зал. Персонажи: Eclair, Napoleon. Сцена: Эклер сообщает о пещерном лазе.. Действие: Eclair наклоняется к Napoleon и сообщает о лазе, Napoleon быстро переводит внимание на него.. Камера: Передний план — профиль Eclair, средний — Eclair и Napoleon, задний — колонны тронного зала; средний заговорщический кадр.. Реплика: Eclair: Намед не слышал, что есть в горе пещерный лаз..","Shot S36. Location: Тронный зал. Characters: Eclair, Napoleon. Scene: Эклер сообщает о пещерном лазе.. Action: Eclair наклоняется к Napoleon и сообщает о лазе, Napoleon быстро переводит внимание на него.. Camera: Передний план — профиль Eclair, средний — Eclair и Napoleon, задний — колонны тронного зала; средний заговорщический кадр.. Dialogue: Eclair: Намед не слышал, что есть в горе пещерный лаз..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,7,S37,Наполеон требует детали шёпотом.,Тронный зал,"Napoleon, Eclair, General",Napoleon: А ну-ка подойди поближе. Поведай мне о том сейчас.,"Napoleon жестом подзывает Eclair ближе, General остается рядом и вслушивается, разговор переходит на полушепот.","Передний план — рука Napoleon в приглашающем жесте, средний — Napoleon и Eclair, задний — General и охрана; крупный приватный кадр.","Кадр S37. Локация: Тронный зал. Персонажи: Napoleon, Eclair, General. Сцена: Наполеон требует детали шёпотом.. Действие: Napoleon жестом подзывает Eclair ближе, General остается рядом и вслушивается, разговор переходит на полушепот.. Камера: Передний план — рука Napoleon в приглашающем жесте, средний — Napoleon и Eclair, задний — General и охрана; крупный приватный кадр.. Реплика: Napoleon: А ну-ка подойди поближе. Поведай мне о том сейчас..","Shot S37. Location: Тронный зал. Characters: Napoleon, Eclair, General. Scene: Наполеон требует детали шёпотом.. Action: Napoleon жестом подзывает Eclair ближе, General остается рядом и вслушивается, разговор переходит на полушепот.. Camera: Передний план — рука Napoleon в приглашающем жесте, средний — Napoleon и Eclair, задний — General и охрана; крупный приватный кадр.. Dialogue: Napoleon: А ну-ка подойди поближе. Поведай мне о том сейчас..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
8,8,S38A,Эклер объясняет проход в другой мир. (часть 1/2),Тронный зал,"Eclair, Napoleon, General",Eclair: Так через этот лаз возможно попасть в тот мир. Неосторожно.,"Eclair подробно объясняет маршрут, General вслушивается и кивает, Napoleon обдумывает план.","Передний план — карта/жест Eclair, средний — Eclair, Napoleon и General, задний — тёмный проход зала; средний информационный кадр.","Кадр S38A. Локация: Тронный зал. Персонажи: Eclair, Napoleon, General. Сцена: Эклер объясняет проход в другой мир. (часть 1/2). Действие: Eclair подробно объясняет маршрут, General вслушивается и кивает, Napoleon обдумывает план.. Камера: Передний план — карта/жест Eclair, средний — Eclair, Napoleon и General, задний — тёмный проход зала; средний информационный кадр.. Реплика: Eclair: Так через этот лаз возможно попасть в тот мир. Неосторожно..","Shot S38A. Location: Тронный зал. Characters: Eclair, Napoleon, General. Scene: Эклер объясняет проход в другой мир. (часть 1/2). Action: Eclair подробно объясняет маршрут, General вслушивается и кивает, Napoleon обдумывает план.. Camera: Передний план — карта/жест Eclair, средний — Eclair, Napoleon и General, задний — тёмный проход зала; средний информационный кадр.. Dialogue: Eclair: Так через этот лаз возможно попасть в тот мир. Неосторожно..","lowres, blurry, jpeg artifacts, deformed anatomy, extra limbs, bad hands, unreadable text, watermark, logo"
